       17550      60.0044
         -60         -60         -60         -60         -60         -60
         -60         -60         -60         -60         -60         -60
         -60         -60         -60         -60         -60         -60
         -60         -60         -60         -60         -60         -60
         -60         -60         -60         -60         -60         -60
         -60         -60         -60         -60         -60         -60
         -60         -60         -60         -60         -60         -60
         -60         -60         -60         -60         -60         -60
         -60         -60         -60         -60         -60         -60
         -60         -60         -60         -60         -60         -60
         -60         -60         -60         -60         -60         -60
         -60         -60         -60         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -59         -59         -59
         -59         -59         -59         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -58         -58         -58         -58         -58
         -58         -57         -57         -57         -57         -57
         -57         -57         -57         -57         -57         -57
         -57         -57         -57         -57         -57         -57
         -57         -57         -57         -57         -57         -57
         -57         -57         -57         -57         -57         -57
         -57         -57         -57         -57         -57         -57
         -57         -57         -57         -57         -57         -57
         -57         -57         -57         -57         -57         -57
         -57         -57         -57         -57         -57         -57
         -57         -57         -57         -57         -57         -57
         -57         -57         -57         -57         -57         -57
         -57         -57         -57         -57         -57         -57
         -57         -57         -57         -57         -57         -57
         -57         -57         -57         -57         -57         -57
         -57         -57         -57         -57         -57         -57
         -57         -57         -57         -57         -57         -57
         -57         -57         -57         -57         -57         -57
         -57         -57         -57         -57         -57         -57
